,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,REDEMP_SNAPS12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10
2535,10186.50143,31.97169402,3822.319696,11.99686041,182.90965500000001,2.02288935,2203.94422,6.917373027999999,957.7078551000001,3.0058938989999997,1,0.0313834,1,0.0313834,17,0.533517449,1,0.0313834,23.08333333,0.7096668409,4,3,-25.0,0.1237432,0.09223110000000001,-25.465770000000003,15,0.47075069,13,0.40798393200000005,784.2561465,728.7686454,658.5372404,688.3563724999999,316169.6794,15.22302696,19.62169005,56,76.67399999999999,1.0,1,1,1,13.13134268,54.76964252,12.502389599999999,6.169233189,0.740451795,28.094,,,227034.6,,,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.0959379999999999,0.9748207,1.040049,30.0,29.0,-3.333333333,3.1512605039999997,2.9774127310000003,0.1479478611,0.2610966057,58.0,68.0,17.24137931,1.816132265,2.096177559,15.41987329,0.0,3.0,5.0,66.66666667,,9.0,,,,,3.0,5.0,66.66666667,,9.0,,,0.2774352651,,11.0,14.0,27.27272727,56.0,71.0,26.78571429,1.753507014,2.18865598,24.815923899999998,1.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,,0.0,,,3.0,0.0,-100.0,22.0,43.0,95.45454545,248000.0,536000.0,116.12903229999999,0.0,0.0,8.1,29.1,29.3,3,0.09415013800000001,34.42139293,7.925049433,56.20037036,0.5084586171,0.2197043407,0.03138633439,10.784344500000001,21.93590911,1,1,0,0.0
2568,20618.41667,19.00805431,6110.224204,5.632996722000001,661.8817484,1.600178296,4749.95505,4.378968812,3649.508561,3.364470611,7,0.065820404,1,0.0094029,54,0.507757405,1,0.0094029,62.25,0.5442194713,8,8,0.0,0.0726487,0.06993989999999999,-3.7286610000000002,69,0.648801128,90,0.846262341,784.2561465,728.7686454,658.5372404,688.3563724999999,227310.9054,15.22302696,10.33523244,56,76.67399999999999,1.0,1,1,1,13.13134268,27.69468343,7.416721817999999,6.169233189,0.740451795,13.557139999999999,12.3252,-9.087033,186612.4,176225.7,-5.565898000000001,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.003679,0.9831601000000001,0.9444155000000001,40.0,40.0,0.0,4.259850905,3.623188406,1.555826724,,102.0,77.0,-24.50980392,1.0247136829999999,0.6699671977,-34.61908347,2.0,0.0,6.0,,0.0,4.0,-100.0,0.0,0.0,,0.0,6.0,,0.0,4.0,,0.0,0.03480349079,,23.0,24.0,4.347826087,198.0,210.0,6.0606060610000005,1.98915009,1.827183266,-8.142513967000001,4.0,2.0,-50.0,,,,,,,1.0,1.0,0.0,3.0,1.0,-66.66666667,32000.0,,,321.4788025,,,1.0,0.0,-100.0,32.0,43.0,34.375,413000.0,488000.0,18.1598063,0.0,0.0,8.5,24.6,26.7,14,0.131640809,71.34283502,1.480566413,24.8810753,0.7495021756999999,0.32727339769999997,0.04148536028,15.53857217,23.68998451,0,0,1,0.0
1445,19995.40278,21.00291249,5672.2212850000005,5.9580278820000006,571.3208852000001,1.594576698,5539.4609740000005,5.818578168999999,2263.132242,2.37716484,13,0.138193492,2,0.021260499999999998,56,0.595295043,8,0.085042149,67.75,0.6880407848000001,0,0,0.0,0.0,0.0,0.0,89,0.9460939079999999,64,0.680337192,588.6173312000001,627.3073381,371.8450513,439.7314537,387906.8679,21.89988113,17.48456806,65,85.195,0.0,1,0,1,13.74378556,41.41636631,6.234147644,6.771011885,0.770495624,,,,,,,3.776360131,1.291363538,0,16.7,7.6,11.3,12.4,1.136671,0.9925835999999999,1.0594,17.0,8.0,-52.94117647,2.275769746,1.167883212,0.1479139039,0.06908774142999999,29.0,23.0,-20.68965517,0.3215255835,0.2335309885,-27.36783617,0.0,19.0,7.0,-63.15789474,87.0,12.0,625.0,0.9645767504,0.883356348,-8.420315165,19.0,7.0,-63.15789474,30.0,12.0,-60.0,0.3326126725,0.1218422549,-63.36812607,11.0,10.0,-9.090909091,21.0,74.0,252.3809524,0.23282887079999998,0.7513605718,222.70936559999998,4.0,3.0,-25.0,3.0,2.0,-33.33333333,0.033261267250000004,0.020307042480000002,-38.94687678,1.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.0,1.0,-90.0,8.0,11.0,37.5,69000.0,130000.0,88.40579709999999,0.0,0.0,10.6,30.1,28.6,16,0.170084298,55.97197567,38.0523723,2.947386112,2.13123536,0.1302479964,0.018906967219999998,10.41668855,26.94032751,0,0,1,0.0
3103,10961.6459,12.996201199999998,1691.3211420000002,2.005241736,590.0994892000001,1.855717127,3052.002389,3.618474586,1003.5275740000001,1.189789049,9,0.10707275,1,0.011897,36,0.428291,7,0.083278806,40.91666667,0.4800059439,9,8,-11.11111,0.10910810000000001,0.0938505,-13.983970000000001,51,0.6067455829999999,71,0.844685028,510.5596443,495.4132671,558.8067883,589.648556,170938.3036,14.600071900000001,7.7449759910000004,66,100.0,1.0,0,1,1,10.51943013,13.959613699999998,5.823822066,2.4002373919999997,0.7932412507,8.715695,7.968494000000001,-8.57305,79881.28,84906.3,6.290615,2.261646531,1.138312513,0,14.2,4.9,7.1,7.7,0.873642,0.9790413,0.8255146000000001,136.0,122.0,-10.29411765,7.522123894,8.609738885,0.5592158349,0.30794785420000004,797.0,660.0,-17.18946048,9.75424683,7.739756549,-20.65244314,1.0,44.0,30.0,-31.81818182,3114.0,1651.0,88.61296184,38.11132325,36.51757863,-4.1818139169999995,28.0,24.0,-14.28571429,192.0,89.0,-53.64583333,2.349831106,1.043694444,-55.58427833,16.0,17.0,6.25,38.0,69.0,81.57894737,0.4650707397,0.8091563665000001,73.98565368,13.0,18.0,38.46153846,51.0,31.0,-39.21568627,0.6241738875,0.3635340197,-41.75757317,4.0,3.0,-25.0,2.0,3.0,50.0,,,,,,,3.0,7.0,133.3333333,14.0,8.0,-42.85714286,113000.0,77000.0,-31.85840708,0.0,1.0,6.9,27.6,26.2,9,0.10707275,94.72405003,0.64259885,2.006046594,1.05993242,0.3367123125,0.01896970775,10.03971783,27.1302389,0,0,1,0.0
1858,2.0,0.0001261135034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,0.7767941890000001,0,0.0,131,0.082731739,504,0.318296156,1456.833333,0.8997852703,369,339,-8.130081,0.2261585,0.20937689999999998,-7.420300999999999,2250,1.42096498,4118,2.600681684,487.55718729999995,482.4102319,734.8056594999999,916.4179326,358171.3002,15.74875007,33.31198862,64,85.595,0.5,1,1,1,9.275093311000001,,,2.932284513,2.234327202,17.4066,16.1846,-7.020295,76966.35,77298.91,0.43207799999999996,2.655693003,1.440967568,0,15.2,5.9,8.0,9.5,1.395075,1.066245,1.21041,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,42.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,1.0,-66.66666667,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,,0.0,10000.0,,0.0,,6.8,16.1,14.7,449,0.283561456,48.01727503,12.9480734,25.44825468,11.20039247,0.13519367570000002,0.03360924866000001,13.50379255,14.78270959,0,1,1,0.0
1067,2.8740758339999997,0.03015502921,1.272837396,0.01335470985,111.2705506,2.9029624480000003,0.06709808111,0.0007039983328999999,0.06182222812999999,0.0006486436694,3,0.313610705,0,0.0,7,0.731758311,0,0.0,14.0,1.47275405,4,4,0.0,0.4135649,0.4207869000000001,1.746272,6,0.627221409,7,0.731758311,666.2345127,677.7319606000001,534.383583,573.6851357999999,79256.02713999999,19.35966372,20.87049278,82,88.374,0.0,1,0,1,13.22995017,44.67213115,11.00702576,5.534903699,1.282117552,16.46423,11.13318,-32.37958,39810.5,26458.0,-33.54015,3.2861447999999998,1.060774254,0,15.6,6.2,8.0,10.0,1.136671,0.9925835999999999,1.0594,7.0,21.0,200.0,1.670644391,5.084745763,0.004967093009,0.04395115302,8.0,79.0,887.5,0.8232993721999999,8.299191092000001,908.0404980000001,1.0,7.0,5.0,-28.57142857,46.0,19.0,142.1052632,4.73397139,4.832440382,2.080050425,7.0,5.0,-28.57142857,,19.0,,,1.996007984,,1.0,3.0,200.0,,,,,,,0.0,1.0,,0.0,,,0.0,,,0.0,1.0,,0.0,1.0,,0.0,,,0.0,,,1.0,1.0,0.0,3.0,2.0,-33.33333333,21000.0,,,0.0,0.0,13.4,31.3,36.8,0,0.0,97.34550414,0.5560801595,1.112160319,0.1049207848,0.2308257266,0.0,16.90273843,23.34487462,0,0,1,0.0
3137,2054.2217760000003,20.04705549,429.6793591,4.193221032,2.456054013,0.06287900698,366.6478279,3.578099228,259.94731740000003,2.5368138719999997,3,0.296033156,0,0.0,9,0.888099467,1,0.098677719,2.416666667,0.2330889918,2,2,0.0,0.23986570000000002,0.19290120000000002,-19.57947,5,0.493388593,13,1.282810341,656.2086102999999,598.0271441000001,715.6356449,706.6764246,,5.866367455,1.374385999,52,56.955,0.0,0,0,0,10.36691348,12.09921355,6.291591047000001,2.622962868,0.4725595752,,,,,,,2.450621934,1.751520385,0,13.8,5.1,9.0,7.9,0.9400685,1.079599,0.8055444,25.0,22.0,-12.0,6.830601092999999,5.527638191,0.08548186957000001,0.1255214679,31.0,68.0,119.35483870000002,3.522727273,6.527164523,85.28725097,1.0,0.0,1.0,,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,1.0,0.0,15.0,9.0,-40.0,643000.0,548000.0,-14.77449456,0.0,0.0,5.3,24.0,23.5,1,0.098677719,90.36791256,0.29276861519999997,6.948375134,0.49770664579999996,0.7709573534,0.009758953840000001,10.13955304,23.69473992,0,0,0,0.0
344,9512.626895,24.30410551,5608.799983,14.33009705,380.2894273,3.16249004,2560.7296920000003,6.542487716,749.6583967,1.91532549,10,0.256344527,1,0.0256345,30,0.769033581,1,0.0256345,32.16666667,0.8589918195,7,8,14.28571,0.1767588,0.2136353,20.86263,16,0.41015124299999994,17,0.435785696,632.3373781,530.2675895,919.5131037000001,882.9351802000001,600549.4023,17.51737989,34.25736672,59,92.585,1.0,1,0,1,8.417275916,68.47133758,7.469600463,3.29496721,0.6895361622,49.51852,44.8251,-9.478117999999998,280147.5,209820.7,-25.10349,2.7277583639999996,0.9742922755,0,14.8,5.7,9.3,9.4,1.216942,0.9744867,1.155278,18.0,10.0,-44.44444444,4.186046512,2.463054187,0.006696873088999999,0.0274040558,38.0,137.0,260.5263158,0.9742090959999999,3.636749754,273.3027919,0.0,20.0,21.0,5.0,9852.0,11234.0,-12.30194054,252.5765267,261.5274349,3.5438400889999997,19.0,21.0,10.52631579,,,,,,,162.0,101.0,-37.65432099,114797.0,100720.0,-12.26251557,2943.060042,2673.6747100000002,-9.153239425,0.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,-100.0,,0.0,,,0.0,,1.0,0.0,-100.0,6.0,3.0,-50.0,,3000.0,,1.0,0.0,8.6,31.9,35.2,2,0.0512689,34.87480838,12.92028615,49.16453756,0.7026060296,1.48185999,0.02810424119,11.474195199999999,27.81297905,0,1,0,0.0
428,0.0,0.0,0.0,0.0,70.33578816,0.8340541701,0.0,0.0,0.0,0.0,4,0.17917133300000002,1,0.04479280000000001,13,0.582306831,1,0.04479280000000001,24.25,1.081527072,4,4,0.0,0.18096270000000003,0.17839620000000003,-1.4182569999999999,19,0.85106383,21,0.9406494959999999,749.6665528,666.146008,711.7697982000001,649.8371362,319007.6862,19.39529709,16.39423795,62,92.59700000000001,1.0,0,1,1,13.13427904,33.9234723,8.937749857,5.744377651000001,0.6964343323000001,27.134179999999997,26.9839,-0.5538542,149943.5,151258.3,0.8768303,5.078871539,1.424865129,0,16.9,6.5,9.2,10.5,0.8567245000000001,0.9908802,0.7998569999999999,7.0,8.0,14.28571429,3.365384615,4.395604396,0.007327832574,0.00920606864,5.0,5.0,0.0,0.23246083039999998,0.22356360379999998,-3.8274088980000003,0.0,4.0,5.0,25.0,5.0,,,0.23246083039999998,0.22356360379999998,-3.8274088980000003,4.0,5.0,25.0,5.0,,,0.23246083039999998,,,8.0,2.0,-75.0,21.0,,,0.9763354875,,,3.0,3.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,-100.0,1.0,1.0,0.0,,,,0.0,1.0,9.9,26.8,27.7,3,0.134378499,93.35871026,0.43439319299999996,4.120017913,0.5553067622,0.3269144648,0.03582624272,14.02597403,22.76309897,0,0,1,0.0
2154,15372.2415,25.37510977,5500.831084,9.080275807000001,432.6267165,1.789562426,3703.7061840000006,6.113744114,2382.1238,3.9321951139999998,11,0.18336695100000003,1,0.0166697,41,0.6834586340000001,3,0.0500092,56.91666667,0.9301780821,16,9,-43.75,0.2756102,0.14708529999999997,-46.632870000000004,41,0.6834586340000001,36,0.60011002,676.9308079,623.0262227000001,499.5626916,557.0944866,270374.8775,15.90002568,21.46472983,70,80.167,0.0,0,1,1,11.87019433,50.27253261,11.17383687,5.648119771,0.3478661803,28.422209999999996,25.68326,-9.636675,103124.7,174614.8,69.32394000000001,3.527589808,1.546710785,0,15.3,6.6,10.5,11.4,1.053402,0.9502338,1.025548,13.0,22.0,69.23076923,1.201478743,2.003642987,0.05643414922,0.011199978919999999,43.0,17.0,-60.46511628,0.7394287482999999,0.2773110614,-62.49658103,1.0,3.0,2.0,-33.33333333,8.0,,,0.1375681392,0.130499323,-5.138410844,3.0,2.0,-33.33333333,8.0,,,0.1375681392,,,8.0,3.0,-62.5,127.0,,,2.18389421,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,-100.0,,0.0,,,0.0,,6.0,0.0,-100.0,7.0,5.0,-28.57142857,34000.0,9000.0,-73.52941176,0.0,0.0,10.4,31.4,36.7,5,0.083348614,80.46219875,2.9135028060000003,8.836249587000001,0.9524595576,2.112908551,1.805876527,15.34499835,24.67481017,0,0,0,0.0
1327,11770.61619,19.95053508,3173.942084,5.379654034,357.53180269999996,1.604792866,3065.9440059999997,5.1966033430000005,1419.5223,2.40601078,6,0.102826001,0,0.0,20,0.34275333799999996,2,0.0342753,30.5,0.5070235225999999,8,10,25.0,0.1435441,0.1662372,15.80916,30,0.514130006,25,0.42844167200000005,578.8291809,521.2382004,645.9141302999999,690.5203428,268442.78,10.08867498,10.73747013,61,86.62200000000001,0.0,0,1,1,11.67903545,22.93455235,6.923848812999999,2.7083593639999997,1.036209315,20.56152,16.28955,-20.77654,143241.8,97989.8,-31.591359999999998,2.6888007210000002,1.7739879159999998,0,10.6,4.8,5.7,7.1,0.9485940999999999,1.038527,0.8449965,28.0,31.0,10.71428571,3.0401737239999997,3.855721393,0.055505721550000005,0.06657036991000001,112.0,265.0,136.6071429,2.006988621,4.400677538,119.2676875,0.0,14.0,14.0,0.0,1752.0,1797.0,-2.5041736230000002,31.39503629,29.09429074,-7.328373576000001,13.0,12.0,-7.692307692000001,,,,,,,6.0,0.0,-100.0,34.0,0.0,-100.0,0.6092644028,0.0,-100.0,3.0,1.0,-66.66666667,,,,,,,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,8.0,100.0,4.0,0.0,-100.0,2000.0,0.0,-100.0,0.0,1.0,6.8,27.9,28.4,6,0.102826001,90.56763674,1.398328785,3.484804827,1.416973169,1.261038323,0.0288140477,11.99681351,23.29531009,0,0,1,0.0
128,6121.093911,12.02525227,2236.290845,4.393326087,522.0150878000001,2.743693303,1725.3989989999998,3.3896487339999997,624.2811918,1.226437452,11,0.215986962,1,0.019635200000000002,23,0.45160910299999996,2,0.039270400000000004,62.91666667,1.257805055,14,13,-7.142857000000001,0.2663572,0.25989090000000004,-2.427691,35,0.6872312429999999,19,0.373068389,576.2104436000001,622.6752882000001,444.92182239999994,472.1275274,394031.18,16.85230461,36.95172423,73,76.75,0.0,0,0,1,12.18051878,78.77260866,3.5903896339999997,5.37327173,0.6054439426,38.687,38.55928,-0.3301364,145244.8,148367.2,2.149743,3.2569174060000003,1.5218813269999998,0,14.9,6.4,11.2,11.5,0.9703046000000001,0.9722158999999999,0.9232891,4.0,5.0,25.0,1.5037593980000001,1.901140684,0.00401493556,0.02278900175,4.0,49.0,1125.0,0.0793052857,0.9790209790000001,1134.4965029999998,0.0,0.0,4.0,,0.0,10.0,-100.0,0.0,0.0,,0.0,4.0,,0.0,10.0,,0.0,0.1998001998,,3.0,7.0,133.3333333,50.0,161.0,222.0,0.9913160712000001,3.2167832169999997,224.4962238,0.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,2.0,,0.0,,,0.0,,,1.0,2.0,100.0,6.0,1.0,-83.33333333,,,,0.0,0.0,13.8,36.4,38.8,2,0.039270400000000004,45.2398727,50.98620879,1.99206318,0.5913323642,0.23574712190000002,0.0117873561,10.75989156,29.093159399999998,1,1,1,0.0
632,4187.485494,14.09073792,1040.8394369999999,3.5023872289999995,180.05319,1.5059651219999999,1028.896148,3.4621984930000003,746.061016,2.510468457,8,0.26789003100000003,0,0.0,15,0.502293808,0,0.0,23.91666667,0.8179434565000001,5,7,40.0,0.1667612,0.23939810000000003,43.55746,21,0.7032113320000001,24,0.8036700929999999,629.8144347,608.7322135,646.2592516,697.6499884,179436.8295,14.39927225,16.72667519,79,98.305,1.0,0,0,1,8.898951226,35.49266247,7.819706499,2.272468672,0.3902974724,9.315945,10.91799,17.19683,55863.99,45606.01,-18.36242,2.400156339,0.9615961818000001,0,14.3,5.3,7.0,7.4,0.795895,0.9343761,0.7880003000000001,31.0,46.0,48.38709677,2.107409925,3.1292517010000003,0.02198106761,0.05977795024,92.0,295.0,220.6521739,3.038108447,10.07032157,231.4668236,1.0,15.0,11.0,-26.66666667,,49.0,,,,,15.0,11.0,-26.66666667,,,,,,,5.0,8.0,60.0,12.0,12.0,0.0,0.3962750149,0.40964019939999996,3.3727043080000003,4.0,9.0,125.0,4.0,9.0,125.0,0.1320916716,0.3072301495,132.5885847,2.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,,,3.0,5.0,66.66666667,3.0,0.0,-100.0,,0.0,,0.0,1.0,9.3,27.7,33.9,2,0.066972508,92.42546605,0.7840366108,5.330102968,0.3432263275,0.14132848779999999,0.003364963995,18.934652399999997,23.60522242,0,0,0,0.0
199,7628.965224,41.13536733,1998.8203649999998,10.77763596,175.01202890000002,2.174332574,1499.4799779999998,8.085193457,1521.847355,8.205798312999999,4,0.215703192,0,0.0,15,0.808886972,2,0.107851596,15.66666667,0.8470757862,4,4,0.0,0.2322476,0.21627470000000004,-6.877536999999999,14,0.754961173,26,1.402070751,761.4471252999999,642.4874575,755.5875049,750.3186458,198404.2238,10.47432573,11.92530285,48,66.446,0.5,0,1,0,8.590151677,34.28165007,8.499288762,3.172784645,0.2572395009,25.117929999999998,22.690820000000002,-9.662831,108151.5,104916.7,-2.9910080000000003,3.893239222,0.886967643,5,15.6,5.7,10.4,10.8,0.9964433000000001,1.1305459999999998,0.8153738,3.0,23.0,666.6666667000001,3.191489362,18.4,,1.004435833,,197.0,,,10.70361315,,1.0,5.0,15.0,200.0,,,,,,,5.0,15.0,200.0,,,,,,,7.0,6.0,-14.28571429,31.0,,,1.6824052969999999,,,0.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,7.0,600.0,3.0,9.0,200.0,,2025000.0,,0.0,1.0,8.0,22.7,23.3,4,0.215703192,66.30001078,0.549983824,19.39501779,1.234767605,10.21783673,0.08087997412,19.0607139,21.02879327,0,0,0,0.0
1115,42579.120610000005,39.71377196,11654.05436,10.86979841,1294.633072,3.42586153,12183.633909999999,11.36374006,3797.707706,3.54214215,21,0.199672917,3,0.0285247,50,0.475411707,6,0.0570494,82.41666667,0.7339888024,17,16,-5.882353,0.16591679999999998,0.1424933,-14.11762,66,0.6275434529999999,46,0.43737877,630.5034979,650.7235555999999,522.8837658,633.0858684,367152.2087,19.34435199,15.28626281,72,86.331,0.0,1,0,1,13.06603005,38.76179729,5.908904391,5.4276686320000005,0.5930442851,29.60507,25.38045,-14.26995,178433.3,178116.8,-0.17736849999999998,3.311319755,1.313646519,0,15.7,4.8,9.1,9.0,1.01769,1.001391,0.9401653,14.0,15.0,7.142857143,5.054151625,6.0,0.16996291719999998,0.1024790162,33.0,21.0,-36.36363636,0.3295649742,0.1871207463,-43.22189523,0.0,1.0,5.0,400.0,,5.0,,,,,1.0,5.0,400.0,,5.0,,,0.044552558650000004,,6.0,17.0,183.33333330000002,36.0,40.0,11.11111111,0.3595254264,0.35642046920000003,-0.8636265981,0.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,,9.0,31.1,31.3,13,0.123607044,70.83803572,22.13029893,4.685911486,0.9280417851999999,0.2770134776,0.056895024020000004,8.85510423,28.68535186,0,0,1,0.0
771,1374.642131,5.883842531,762.8715296,3.26529782,219.26291459999996,2.426011447,359.2410191,1.537649356,161.8045898,0.6925676918000001,7,0.299875766,0,0.0,9,0.385554556,1,0.0428394,19.33333333,0.8328666408,6,6,0.0,0.2560819,0.2584759,0.9348301,9,0.385554556,11,0.471233346,652.9673209,611.2947786000001,565.7680267000001,617.4356991000001,235794.5426,13.83781227,25.31424332,65,89.421,0.5,0,0,1,12.27079455,45.09610646,11.11384919,3.2832366489999996,0.8580418872,20.86045,15.88256,-23.862820000000003,81460.05,61446.96,-24.56798,2.648824643,0.9536341646,0,13.0,4.5,6.2,7.8,0.795895,0.9343761,0.7880003000000001,19.0,12.0,-36.84210526,2.96875,2.348336595,0.39570474340000006,0.1892039102,234.0,132.0,-43.58974359,10.06018917,5.691372397,-43.42678549,0.0,5.0,5.0,0.0,,60.0,,,,,4.0,2.0,-50.0,,,,,,,3.0,5.0,66.66666667,,7.0,,,0.30181520289999997,,6.0,5.0,-16.66666667,57.0,47.0,-17.54385965,2.4505588990000002,2.026473505,-17.30566013,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,4.0,1.0,-75.0,25000.0,,,0.0,0.0,11.1,30.3,36.1,1,0.0428394,95.07340667,0.2696571502,3.278688525,0.17549116120000002,0.2610966057,0.0,15.30197321,24.3804306,0,0,0,0.0
217,1537.6429269999999,7.685524702,356.94618760000003,1.784106501,149.2384993,1.6624540419999998,286.1473353,1.430236094,298.39494260000004,1.491452705,9,0.446229362,0,0.0,11,0.545391442,3,0.148743121,22.08333333,1.13837483,5,6,20.0,0.24559160000000002,0.30929429999999997,25.93844,14,0.694134563,34,1.6857553669999998,761.4471252999999,642.4874575,755.5875049,750.3186458,94186.75517,10.47432573,8.230452675,48,66.446,0.5,0,1,0,8.590151677,29.33556206,8.399498537000001,3.172784645,0.2572395009,16.66788,14.6401,-12.16579,67868.27,47333.88,-30.256240000000002,3.893239222,0.886967643,0,15.6,5.7,10.4,10.8,1.032918,1.089488,0.8770728000000001,20.0,25.0,25.0,14.08450704,17.73049645,,0.4421452889,40.0,100.0,150.0,1.935452654,5.174376488,167.34709719999998,2.0,5.0,15.0,200.0,8.0,,,0.3870905308,0.413950119,6.93883887,5.0,15.0,200.0,8.0,26.0,225.0,0.3870905308,1.345337887,247.55122630000002,2.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,,0.0,,,0.0,6.0,,1.0,15.0,1400.0,,31000.0,,0.0,1.0,8.0,23.1,23.0,4,0.19832416100000003,85.04523417,0.9046833608,8.022192233,0.6347778278,2.299195282,0.08996851102,20.76273304,17.99870045,0,0,0,0.0
